cid,text,time,author,channel,votes,photo,heart
Ugy6jLOU01wuC9W6Txt4AaABAg,parece as músicas de euphoria,8 months ago,Júlia Bleichevel,UCCxE6HEOWOP3SbfiFTxDs-A,0,https://yt3.ggpht.com/ytc/AKedOLT2Abeg94IACw5lHukdvM1I5M5pLN97MDDQcT6XGKE=s176-c-k-c0x00ffffff-no-rj,0.0
Ugxt3_CJbfgcmz2Cubd4AaABAg,Further validation that everything M83 touches is majestic,8 months ago,ouija__bored,UCa52ZPZ72-goHC5Ie2r9i7A,0,https://yt3.ggpht.com/8GfDyHOJTIlx2-ws4BzXKB3W5EXOvwkm2QpgKo1UVq0cXpDb6KV11IUGLFb8EgCvxsA6k-bT=s176-c-k-c0x00ffffff-no-rj,0.0
UgyP4h5gZMVpXUP90Jt4AaABAg,Flow-induced vibration,9 months ago,Aj john,UC1TCIfj9v7wiVfa_yKah0Ew,0,https://yt3.ggpht.com/ytc/AKedOLRmFptCv5V-IoaA432QEqOm3a20ED7Kv5wu7d3eHQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgypYMcfUUuHPSbAsmx4AaABAg,Esta canción quedaría como anillo al dedo en el fin del mundo mientras todos morimos(⁴ _ ⁴)•<>•,9 months ago,Cinthia fuentes,UC_AshAhg3nC09myT_OMxqCw,0,https://yt3.ggpht.com/JTnx0hrBQCOtAiAibvBpzaSKDjgZIU_uLSH5uh8wMSEVTkH6IAd9GA-FXHEn07Pz18lvZ6hxfA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyDNeJwk7pWiwS3B254AaABAg,Perfect song,9 months ago,German Emanuel García Vásquez,UCkcpCAXD8XldccVejt37eug,0,https://yt3.ggpht.com/ytc/AKedOLRO8WZ4awfMvUTM0qL8tiz2FYARjq1EI5c_09g_=s176-c-k-c0x00ffffff-no-rj,0.0
UgxgEUvAziLM7NA6lj94AaABAg,Millones de caras,9 months ago,noel fretes,UCniqKLcmOhd4rrcUfNtSo-A,0,https://yt3.ggpht.com/Tz_yNGskoTFv9B8oyJHRindwR-uk7xpMzxdufn6MBDwFhc2NKwa8_NnxhLCd1FbtK0WW7XSUMg=s176-c-k-c0x00ffffff-no-rj,0.0
UgyQTEEn0vPs4pytDCx4AaABAg,They deserve to get to 1million,9 months ago,The comedy kings,UCqNOVoWG3NNoXPney5kFCwg,0,https://yt3.ggpht.com/1yE_4YGrUAO4Iiu46_eRqHCq4nYzMU1Aor8neFNOqUjQCZggwP4ny3WnwMD285wgNFxBM2ohWGI=s176-c-k-c0x00ffffff-no-rj,0.0
UgwOTb2v1qCNO3J3w614AaABAg,Likeee,9 months ago,MASK DUBS,UCOaRailTwCr2Xu8pNjMUTaw,0,https://yt3.ggpht.com/SsVIqNVQzEtUVFXPGQZ3RP0UEuLByUB1UI-UmnXkKsa2eZkyPOGUdTtXKMQa7aQrSeeUU_B9SA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx9xZxkELGaBnbsoTx4AaABAg,"Где-то
Назад во времени
Я оставил часть себя
Я хочу посмотреть, сможете ли вы попробовать
Чтобы вернуть его мне
Тебе надо идти
Где я плачу
Я принимаю слезы
Я хочу посмотреть, сможете ли вы попробовать
Выпей немного
Нет
Нет
Просто немного одиноко
Источник teksty-pesenok.ru
Где я
Я возвращаюсь во времени
Я хочу увидеть, можете ли вы заметить
Ты наконец успокаиваешь мою голову ночью
Ты мне нужен
Нет, я не
Просто держи меня еще раз
Пока я пытаюсь быть другом
Так что это может быть конец
Нет
Нет
Нет
Нет",9 months ago,Дед Максим,UC4Ld18HDuu5M7yLRd6RQt7g,1,https://yt3.ggpht.com/ytc/AKedOLT3RC3xW0UbgaA53NBHbSJkW7pqnWPWzYCxWOZv7Q=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwld483Wo9iGm9aXit4AaABAg.9MlyNrmkn8B9Q9UBIA5cbH,"except the meeting was set for 6 and you don't know if they're still there, waiting for you.",5 months ago,Catz1987,UCnY4moGzJ33jjUMyxfI53ew,1,https://yt3.ggpht.com/ytc/AKedOLRTP3yQOoCknMX5BJzB-ueoUqfKYZqiI-KZ-A=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwld483Wo9iGm9aXit4AaABAg.9MlyNrmkn8B9REEQgZcVC_,Very blade runner too,4 months ago,Pedro Oscar,UC-IgoNC_MyVpUz2N6zniF6A,0,https://yt3.ggpht.com/ytc/AKedOLTZ0zh39YWnm9kn6z8fGOZLpxcUwChTxqU7wg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwld483Wo9iGm9aXit4AaABAg.9MlyNrmkn8B9RX2KTlJAJD,Yes,4 months ago,Hats,UCAHbQRyluWtRWqt6C9xak1g,0,https://yt3.ggpht.com/ytc/AKedOLRzbBPXtGLGdwD7sarjGCjnYxj0NyEd9-mhLB5YSw=s176-c-k-c0x00ffffff-no-rj,0.0
UgzJvpdt1SO8RHDtBDV4AaABAg,+1,9 months ago,Moh Skinner,UCl_fD5O6QmV8GzJWmQw_mzw,0,https://yt3.ggpht.com/zHCUHIr0bw-80oE8cGbcfE4zrB-E1iLMnC9D1YG7-btObpqtXw6pS6JPt6FmrFa_5ZkGUcXZBQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy5FDvQyCbs8auXdv94AaABAg,Dubstep mix NOW,9 months ago,juanvidal100,UC_1ahfRGHrFHPKgAcqP8zAQ,0,https://yt3.ggpht.com/ytc/AKedOLT87L-Q57PECVsVe3uvUjW2e1qCIivfXvviPloy=s176-c-k-c0x00ffffff-no-rj,0.0
UgyxH3QSaSYeYWDtTAx4AaABAg,E,9 months ago,YEET,UCZx_bllZ3r6TAviI6OabuiA,0,https://yt3.ggpht.com/0DMZUphTa42Cs08JnhYTNdiSl-TjdrNvRKHgYxwTCA2zYnu4iQoI2hFbNWKkXrTKZO69M4sCDQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgwgpPDLRmDhD82vKll4AaABAg,This song made time travel possible,9 months ago,Karbs,UCfycg5z9VfhqhwicfcP3WmA,0,https://yt3.ggpht.com/RXkaLN9mKac8HNVD4njCHdpKpdY92GLccrsQH7ObJxHYPld5FkHcaiNK3zCKe5MYh8lFjuPcjg=s176-c-k-c0x00ffffff-no-rj,0.0
UgzU3FirA23tRA1cEbR4AaABAg,"“You gotta go.
Way I cried..
And take in all the tears,
I want to see if you can try.”",9 months ago,Tiadiad,UC2QahML9pqFv5CChEtWdvDQ,0,https://yt3.ggpht.com/SHxf-V8m_TXQBJV4U95CQXgHLHn9-vMmL6xos5kEaPrTQ2ZeZwivM9-qm7fRtDV3k5l7alCh=s176-c-k-c0x00ffffff-no-rj,0.0
UgzYkKRaisx7tFQERNZ4AaABAg,"This is my current favorite song, found it randomly on spotify. Kinda surprised it has only tis many views 😳😬love the song ❤️",10 months ago,Tyrion Shelby,UCsMQvpZUJ5CaMAJ4RREbKlg,0,https://yt3.ggpht.com/ytc/AKedOLQFYEaDGvmajunutNsC20ribcGOIFMpdWrnEA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwjxb6MC4LhBoqMzhx4AaABAg,The song is about grief,10 months ago,Mary Bennett,UCz8s2n3Ozh-SQQ3qBiijnnQ,0,https://yt3.ggpht.com/ytc/AKedOLTMoV6hjmPhqV3v2J1eW9cVAqxtwUaj7YJw0w=s176-c-k-c0x00ffffff-no-rj,0.0
UgxYi7BP7gRzd5eX1DB4AaABAg,Why I'm thinking of planets and aliens whenever I here this song?,10 months ago,Amal Krishnan,UCqp4aJych9Z3zbp1XaOvJoQ,0,https://yt3.ggpht.com/ytc/AKedOLQF6Avl1QRYvtZ1SKawwdYnidCOlQ4t8Hd0Pw=s176-c-k-c0x00ffffff-no-rj,0.0
UgxN9_FyQEL8msOgHtR4AaABAg,"C’est juste magnifique, mon groupe favoris avec fauve ils sont juste sublimes et incroyables, c’est émotif, voyageant, mélancolique, on se sent transportés, volés on oublie et on est ailleurs, la souffrance est transformée en un sentiment immense et intense c’est grâce à eux que j’arrive à vivre même quand ça ne pas si bien, leurs musiques me redonnent l’impression d’être moi, ils me font quelque chose c’est si fou et bon🖤🖤🖤",10 months ago,Lysa Lemoine,UCydhGKSb-MB2BrvJfR0tnQw,2,https://yt3.ggpht.com/ytc/AKedOLTnDQobKISI26vhvjE48RlSF5LQoI9ZqPDBlw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx9_rNBiPpbIalw_Ip4AaABAg,leon e nilce,10 months ago,Samuel Lopes,UCv0k8imKdz005qq0xQbamIw,1,https://yt3.ggpht.com/ytc/AKedOLRgVWjMYoXzUg6rT6CHcadS0Fbj5pe3-SZ14g=s176-c-k-c0x00ffffff-no-rj,0.0
UgzdkUeVGCUL_WtgPoZ4AaABAg,keep it up,11 months ago,Bujaboy,UC5fjjmOMAxZXfDe7URgqcIw,0,https://yt3.ggpht.com/ytc/AKedOLRQLMXEv4tPiEraDqYeZx5CmwFIuh9AexBLUk2pIg=s176-c-k-c0x00ffffff-no-rj,0.0
UgyEVqB1WQVr1dizf_94AaABAg,live it!,11 months ago,Bujaboy,UC5fjjmOMAxZXfDe7URgqcIw,0,https://yt3.ggpht.com/ytc/AKedOLRQLMXEv4tPiEraDqYeZx5CmwFIuh9AexBLUk2pIg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwgJRlVBv2sEKk-n6B4AaABAg,ALLAN AND CHRISTINA 💙 EACH OTHER,11 months ago,ParadoxFossils,UCAVhkOMjozrcKgfqP5popsQ,1,https://yt3.ggpht.com/4yrEcvlFMdqO16wrNKK9hw9lmZ1XokhBr-MDmGMnWHNPtnfIysbV-INbFZMgdxHxd9taNrY0-w=s176-c-k-c0x00ffffff-no-rj,0.0
